# Convergence Analysis - Binomial with Black-Scholes
# Generated: 2025-11-16 02:35:20
"# Parameters: S0=150, K=140, T=0.5, r=0.04, sigma=0.25, option_type=call"

steps,binomial_prices,bs_prices,error,relative_error
85,17.76825114690937,17.752141494801037,0.016109652108333705,0.0009074765494096384
86,17.757923868891382,17.752141494801037,0.005782374090344433,0.0003257282560550727
87,17.76956883271117,17.752141494801037,0.017427337910131513,0.0009817034139365864
88,17.75506251132486,17.752141494801037,0.0029210165238211516,0.00016454445930800022
89,17.770640114631163,17.752141494801037,0.018498619830126017,0.0010420500442464137
90,17.7521779697278,17.752141494801037,3.647492676250863e-05,2.0546775595040647e-06
91,17.771486424678635,17.752141494801037,0.019344929877597394,0.0010897237318248521
92,17.749276365315147,17.752141494801037,0.0028651294858903498,0.000161396273611803
93,17.77212713160352,17.752141494801037,0.01998563680248111,0.001125815542216931
94,17.746363071236672,17.752141494801037,0.005778423564365198,0.0003255057180598459
95,17.772579769672543,17.752141494801037,0.020438274871505513,0.0011513132022686473
96,17.743442805628902,17.752141494801037,0.008698689172135232,0.0004900078773416021
97,17.772860238487198,17.752141494801037,0.020718743686160224,0.0011671123561192882
98,17.74051971201475,17.752141494801037,0.011621782786289003,0.0006546693417068924
99,17.772982977996673,17.752141494801037,0.02084148319563539,0.0011740264238959063
100,17.73759742895863,17.752141494801037,0.01454406584240786,0.0008192851463395159
101,17.7729611221414,17.752141494801037,0.020819627340362246,0.0011727952566432374
102,17.734679150554886,17.752141494801037,0.017462344246151673,0.000983675363970356
103,17.772806634066544,17.752141494801037,0.020665139265506838,0.0011640927530663786
104,17.73176767906005,17.752141494801037,0.020373815740988732,0.0011476821400367662
105,17.772530425400873,17.752141494801037,0.02038893059983593,0.001148533578656249
106,17.731913084343223,17.752141494801037,0.02022841045781476,0.0011394912813047899
107,17.772142461695815,17.752141494801037,0.02000096689477715,0.001126679105201742
108,17.73518178786622,17.752141494801037,0.01695970693481641,0.0009553611850031331
109,17.7716518558263,17.752141494801037,0.019510361025261602,0.0010990426721742548
110,17.73820484849523,17.752141494801037,0.013936646305808154,0.0007850684555375866
111,17.77106695093254,17.752141494801037,0.01892545613150176,0.0010660942589402155
112,17.740997998781303,17.752141494801037,0.0111434960197343,0.0006277268589256022
113,17.770395394159863,17.752141494801037,0.018253899358825265,0.0010282646386167648
114,17.743575794266444,17.752141494801037,0.008565700534592935,0.0004825164635546376
115,17.76964420240208,17.752141494801037,0.017502707601043,0.000985949081476672
116,17.74595171683338,17.752141494801037,0.006189777967659182,0.00034867781836191115
117,17.768819820979072,17.752141494801037,0.016678326178034553,0.0009395106603290106
118,17.74813826759314,17.752141494801037,0.004003227207896032,0.00022550672036207196
119,17.767928176129452,17.752141494801037,0.01578668132841443,0.0008892832074957143
120,17.750147050532156,17.752141494801037,0.001994444268881068,0.00011234950270451421
121,17.766974722026863,17.752141494801037,0.01483322722582514,0.0008355739632972877
122,17.751988847915122,17.752141494801037,0.00015264688591543063,8.598787135632927e-06
123,17.765964482977846,17.752141494801037,0.013822988176809048,0.0007786659531109135
124,17.75367368840292,17.752141494801037,0.0015321936018821702,8.631035316673736e-05
125,17.76490209136118,17.752141494801037,0.012760596560141835,0.0007188201245398451
126,17.75521090866468,17.752141494801037,0.003069413863642012,0.0001729038642769343
127,17.763791821758232,17.752141494801037,0.011650326957195034,0.0006562772700187746
128,17.75660920917718,17.752141494801037,0.004467714376144016,0.00025167185477044835
129,17.762637621735703,17.752141494801037,0.010496126934665284,0.0005912597608428945
130,17.757876704867694,17.752141494801037,0.005735210066657004,0.00032307144849744694
131,17.761443139654244,17.752141494801037,0.00930164485320617,0.0005239731136623875
132,17.75902097108343,17.752141494801037,0.006879476282392716,0.0003875293740987512
133,17.760211749766857,17.752141494801037,0.008070254965819146,0.0004546074043057077
134,17.760049085438794,17.752141494801037,0.007907590637756812,0.0004454443223130381
135,17.758946574994713,17.752141494801037,0.00680508019367565,0.000383338550769698
136,17.760967665905223,17.752141494801037,0.008826171104185931,0.0004971890916242865
137,17.757650507534656,17.752141494801037,0.00550901273361859,0.00031032947406553637
138,17.761782905568435,17.752141494801037,0.009641410767397218,0.0005431125461804616
139,17.75632622757148,17.752141494801037,0.004184732770443844,0.00023573115230460514
140,17.762500604346986,17.752141494801037,0.010359109545948542,0.0005835414025390881
141,17.754976220312166,17.752141494801037,0.002834725511128511,0.0001596835802575537
142,17.763126197996222,17.752141494801037,0.010984703195184409,0.0006187818634952539
143,17.75360279143328,17.752141494801037,0.0014612966322431475,8.231663952605992e-05
144,17.763664784644288,17.752141494801037,0.01152328984325024,0.0006491211128879858
145,17.752208081208995,17.752141494801037,6.658640795720316e-05,3.750894390781187e-06
146,17.764121149130524,17.752141494801037,0.011979654329486777,0.0006748286866119891
147,17.750794077353266,17.752141494801037,0.0013474174477714485,7.590168477228837e-05
148,17.76449978529117,17.752141494801037,0.012358290490134038,0.0006961577279988072
149,17.74936262676651,17.752141494801037,0.0027788680345288697,0.00015653705978755858
150,17.764804916456278,17.752141494801037,0.01266342165524037,0.0007133461424329583
151,17.74791544626588,17.752141494801037,0.004226048535159066,0.00023805852022961416
152,17.76504051428237,17.752141494801037,0.012899019481331209,0.0007266176582193685
153,17.74645413239118,17.752141494801037,0.005687362409858565,0.00032037613104448205
154,17.765210316065634,17.752141494801037,0.013068821264596409,0.0007361828018565419
155,17.744980170417445,17.752141494801037,0.0071613243835919604,0.0004034062248596461
156,17.7653178407061,17.752141494801037,0.013176345905062448,0.0007422397973180489
157,17.74349494256461,17.752141494801037,0.008646552236427851,0.0004870709395235564
158,17.7653664034152,17.752141494801037,0.0132249086141627,0.0007449753945480774
159,17.741999735594682,17.752141494801037,0.010141759206355516,0.0005712977901469337
160,17.76535912929108,17.752141494801037,0.01321763449004365,0.0007445656341751568
161,17.74049574772541,17.752141494801037,0.011645747075625934,0.0006560192796478415
162,17.765298965870343,17.752141494801037,0.01315747106930587,0.0007411765545671896
163,17.738984095044326,17.752141494801037,0.01315739975671093,0.0007411725374408636
164,17.76518869468738,17.752141494801037,0.013047199886344174,0.0007349648429833229
165,17.73889334199676,17.752141494801037,0.013248152804276714,0.0007462847684126797
166,17.765030942033558,17.752141494801037,0.012889447232520723,0.0007260784416514243
167,17.740577172851612,17.752141494801037,0.01156432194942525,0.0006514325019779739
168,17.76482818886431,17.752141494801037,0.012686694063273052,0.0007146571058476819
169,17.742168605565944,17.752141494801037,0.009972889235093874,0.0005617851366278583
170,17.76458278002767,17.752141494801037,0.01244128522663246,0.0007008329237504141
171,17.74367160067448,17.752141494801037,0.008469894126555744,0.0004771195705620232
172,17.764296932766722,17.752141494801037,0.012155437965684968,0.0006847307953941702
173,17.745089921393674,17.752141494801037,0.007051573407363065,0.00039722381716190226
174,17.763972744692097,17.752141494801037,0.01183124989105977,0.0006664688817698257
175,17.74642714518504,17.752141494801037,0.005714349615995928,0.00032189635361285597
176,17.763612201093306,17.752141494801037,0.011470706292268318,0.0006461590166813212
177,17.747686674545466,17.752141494801037,0.004454820255570979,0.00025094551307376834
178,17.763217181838144,17.752141494801037,0.011075687037106263,0.0006239070953974726
179,17.748871747044348,17.752141494801037,0.003269747756689867,0.0001841889192719345
180,17.76278946769211,17.752141494801037,0.010647972891071333,0.0005998134306325657
181,17.74998544471847,17.752141494801037,0.0021560500825685835,0.0001214529572784226
182,17.76233074628789,17.752141494801037,0.010189251486853124,0.0005739730888150699
183,17.751030702848922,17.752141494801037,0.0011107919521151643,6.2572279093228e-05
184,17.76184261762138,17.752141494801037,0.009701122820342079,0.0005464761996845951
185,17.752010318146088,17.752141494801037,0.00013117665494988273,7.389342575277447e-06
186,17.761326599230856,17.752141494801037,0.009185104429818125,0.0005174082480419678
187,17.752926956414434,17.752141494801037,0.0007854616133968761,4.4246020325317346e-05
188,17.760784130981545,17.752141494801037,0.008642636180507424,0.00048685034326920726
189,17.753783159743723,17.752141494801037,0.0016416649426851393,9.247700865644428e-05
190,17.76021657956143,17.752141494801037,0.008075084760392315,0.0004548794725840382
191,17.754581353220278,17.752141494801037,0.002439858419240437,0.00013744023051838472
192,17.759625242672374,17.752141494801037,0.007483747871336988,0.0004215687371311629
193,17.75532385124126,17.752141494801037,0.003182356440223799,0.0001792660587544211
194,17.759011352953596,17.752141494801037,0.006869858152558805,0.0003869875729962348
195,17.756012863400905,17.752141494801037,0.003871368599867253,0.00021807896252973408
196,17.758376081648933,17.752141494801037,0.0062345868478956845,0.0003512019577875475
197,17.756650500059674,17.752141494801037,0.0045090052586367335,0.00025399782104921023
198,17.75772054202699,17.752141494801037,0.005579047225953815,0.00031427460329716935
199,17.75723877753505,17.752141494801037,0.00509728273401322,0.0002871362159605381
200,17.757045792607002,17.752141494801037,0.004904297805964575,0.0002762651372174375
201,17.757779622995212,17.752141494801037,0.005638128194174641,0.00031760270702133856
202,17.75635284015831,17.752141494801037,0.0042113453572731885,0.0002372302721058493
203,17.758274879057907,17.752141494801037,0.006133384256870045,0.0003455010911594126
204,17.755642642542224,17.752141494801037,0.0035011477411863723,0.00019722396546984104
205,17.758726308111523,17.752141494801037,0.006584813310485771,0.000370930645883722
206,17.75491611133282,17.752141494801037,0.0027746165317843463,0.0001562975674003574
207,17.759135596390504,17.752141494801037,0.006994101589466339,0.0003939863588578685
208,17.754174114332205,17.752141494801037,0.002032619531167512,0.00011449996225879527
209,17.75950435780076,17.752141494801037,0.007362862999723774,0.00041475914339011386
210,17.75341747788854,17.752141494801037,0.0012759830875026523,7.187769925540205e-05
211,17.759834137520876,17.752141494801037,0.007692642719838716,0.00043333604129347514
212,17.75264698909569,17.752141494801037,0.00050549429465363,2.847511635718266e-05
213,17.76012641542356,17.752141494801037,0.007984920622522651,0.0004498004156209067
214,17.75186339784867,17.752141494801037,0.00027809695236769016,1.566554392601787e-05
215,17.76038260926356,17.752141494801037,0.008241114462521182,0.00046423213024381917
216,17.75106741879218,17.752141494801037,0.001074076008858782,6.050402477770584e-05
217,17.760604077702705,17.752141494801037,0.008462582901668014,0.00047670772025709685
218,17.750259733149218,17.752141494801037,0.0018817616518198577,0.00010600195206707641
219,17.76079212318933,17.752141494801037,0.008650628388291892,0.00048730055417963797
220,17.74944099042238,17.752141494801037,0.0027005043786587635,0.0001521227385129644
221,17.76094799462196,17.752141494801037,0.008806499820924074,0.0004960809840042781
222,17.748611810033495,17.752141494801037,0.0035296847675425624,0.00019883149132042915
223,17.761072889930624,17.752141494801037,0.008931395129586406,0.0005031164906049273
224,17.747772782840254,17.752141494801037,0.004368711960783145,0.00024609492674799733
225,17.761167958453065,17.752141494801037,0.009026463652027417,0.000508471817592877
226,17.746924472578524,17.752141494801037,0.005217022222513634,0.00029388128885979824
227,17.761234303244304,17.752141494801037,0.009092808443266875,0.0005122091014162901
228,17.74606741721112,17.752141494801037,0.006074077589918403,0.00034216027354768894
229,17.761272983197582,17.752141494801037,0.00913148839654454,0.0005143879908358563
230,17.745202130220374,17.752141494801037,0.006939364580663465,0.0003909029557192159
231,17.761285015123644,17.752141494801037,0.009143520322606236,0.0005150657640535393
232,17.74432910180812,17.752141494801037,0.007812392992917694,0.00044008172170133177
233,17.761271375639534,17.752141494801037,0.009129880838496973,0.0005142974351106196
234,17.74344880004126,17.752141494801037,0.008692694759776742,0.0004896702047086837
235,17.761233003036107,17.752141494801037,0.009091508235069767,0.0005121358590867666
236,17.74256167193515,17.752141494801037,0.009579822865887877,0.0005396432238157556
237,17.761170798971996,17.752141494801037,0.009029304170958596,0.0005086318275236233
238,17.743233997114377,17.752141494801037,0.008907497686660548,0.0005017703182046647
239,17.761085630165702,17.752141494801037,0.008944135364664874,0.0005038341637421202
240,17.744192102528626,17.752141494801037,0.00794939227241187,0.00044779905989032146
241,17.76097832990481,17.752141494801037,0.008836835103771534,0.000497789807858366
242,17.745109154069517,17.752141494801037,0.007032340731520037,0.00039614041683813504
243,17.760849699559685,17.752141494801037,0.008708204758647753,0.0004905439020524973
244,17.74598640792535,17.752141494801037,0.006155086875686777,0.00034672362641371355
245,17.760700509976076,17.752141494801037,0.008559015175038098,0.00048213986901494255
246,17.74682507586941,17.752141494801037,0.005316418931627709,0.00029948042793511397
247,17.760531502813997,17.752141494801037,0.008390008012959527,0.00047261948736813855
248,17.747626327127698,17.752141494801037,0.004515167673339704,0.0002543449574611623
249,17.760343391783433,17.752141494801037,0.008201896982395596,0.0004620229612747079
250,17.748391290119674,17.752141494801037,0.003750204681363556,0.00021125364973357473
251,17.760136863905544,17.752141494801037,0.007995369104506267,0.00045038899148296124
252,17.749121054136243,17.752141494801037,0.003020440664794677,0.00017014514365375327
253,17.759912580608454,17.752141494801037,0.007771085807416256,0.0004377548370540043
254,17.749816670952587,17.752141494801037,0.0023248238484505634,0.00013096019142994216
255,17.759671178818653,17.752141494801037,0.007529684017615779,0.00042415637684168706
256,17.750479156307257,17.752141494801037,0.0016623384937801688,9.364157525823056e-05
257,17.759413272032642,17.752141494801037,0.007271777231604659,0.00040962816985963644
258,17.75110949138484,17.752141494801037,0.0010320034161956926,5.8134023802025756e-05
259,17.759139451251023,17.752141494801037,0.00699795644998602,0.00039420350789990435
260,17.751708624189746,17.752141494801037,0.0004328706112914915,2.4384134805272013e-05
261,17.75885028597064,17.752141494801037,0.006708791169604211,0.00037791447142131976
262,17.752277470845943,17.752141494801037,0.00013597604490556137,7.659698124047955e-06
263,17.75854632501925,17.752141494801037,0.006404830218212254,0.00036079197656733406
264,17.75281691686375,17.752141494801037,0.0006754220627129826,3.804735687301666e-05
265,17.75822809745899,17.752141494801037,0.006086602657951801,0.00034286582606016
266,17.753327818350165,17.752141494801037,0.0011863235491276214,6.682706700344027e-05
267,17.757896113352654,17.752141494801037,0.00575461855161663,0.0003241647523653386
268,17.7538110031288,17.752141494801037,0.001669508327761804,9.40454608392313e-05
269,17.757550864577002,17.752141494801037,0.005409369775964734,0.00030471646350661093
270,17.75426727185194,17.752141494801037,0.0021257770509031104,0.00011974764011010581
271,17.75719282551661,17.752141494801037,0.005051330715573954,0.0002845476821516608
272,17.754697399037827,17.752141494801037,0.00255590423678953,0.00014397723438257083
273,17.7568224538101,17.752141494801037,0.00468095900906107,0.0002636841876475553
274,17.755102134060998,17.752141494801037,0.0029606392599603737,0.00016677645684761122
275,17.756440190986236,17.752141494801037,0.004298696185198736,0.0002421508518539957
276,17.75548220211314,17.752141494801037,0.003340707312101898,0.0001881861584463075
277,17.756046463120192,17.752141494801037,0.003904968319154989,0.0002199716761100971
278,17.75583830512846,17.752141494801037,0.0036968103274226394,0.00020824587999736832
279,17.755641681429324,17.752141494801037,0.003500186628286883,0.00019716982479617807
280,17.756171122622774,17.752141494801037,0.004029627821736881,0.0002269938994637359
281,17.75522624288538,17.752141494801037,0.0030847480843441133,0.00017376765981994482
282,17.756481312563984,17.752141494801037,0.004339817762947007,0.00024446728098792943
283,17.75480053074892,17.752141494801037,0.0026590359478824155,0.00014978677072065652
284,17.756769512139677,17.752141494801037,0.0046280173386392676,0.0002607019181316602
285,17.754364915089084,17.752141494801037,0.0022234202880468956,0.00012524800394916045
286,17.757036338539056,17.752141494801037,0.004894843738018295,0.00027573257792316597
287,17.753919753328983,17.752141494801037,0.0017782585279455532,0.0001001714935894546
288,17.757282389677933,17.752141494801037,0.0051408948768951745,0.00028959294169668247
289,17.7534653907063,17.752141494801037,0.0013238959052621624,7.457668730557852e-05
290,17.757508244908113,17.752141494801037,0.005366750107075546,0.0003023156450531489
291,17.753002160744828,17.752141494801037,0.0008606659437901953,4.848237290370029e-05
292,17.75771446567131,17.752141494801037,0.005572970870272087,0.00031393231469590356
293,17.7525303856935,17.752141494801037,0.0003888908924629675,2.1906703063225337e-05
294,17.757901596158792,17.752141494801037,0.005760101357754621,0.00032447360558958746
295,17.752050376964885,17.752141494801037,9.111783615267655e-05,5.132779962313937e-06
296,17.758070163925794,17.752141494801037,0.005928669124756425,0.00033396923557040816
297,17.751562435526633,17.752141494801037,0.0005790592744041589,3.2619122294273314e-05
298,17.758220680480004,17.752141494801037,0.006079185678967036,0.0003424480184966648
299,17.75106685231517,17.752141494801037,0.0010746424858680825,6.0535935125506213e-05
300,17.758353641833775,17.752141494801037,0.006212147032737647,0.0003499378953551582
301,17.750563908580098,17.752141494801037,0.0015775862209395086,8.886737531928341e-05
302,17.75846952907569,17.752141494801037,0.006328034274652339,0.0003564659664585026
303,17.750053876264907,17.752141494801037,0.0020876185361302646,0.0001175981239638977
304,17.75856880886775,17.752141494801037,0.006427314066712597,0.0003620585194521419
305,17.7495370183249,17.752141494801037,0.002604476476136597,0.0001467133684631431
306,17.75865193398191,17.752141494801037,0.0065104391808716855,0.000366741059537992
307,17.74901358909956,17.752141494801037,0.0031279057014756972,0.00017619878156062175
308,17.758719343715114,17.752141494801037,0.006577848914076867,0.0003705383328542802
309,17.748483834576493,17.752141494801037,0.003657660224543946,0.00020604050647157938
310,17.75877146443755,17.752141494801037,0.006629969636513522,0.00037347435735881224
311,17.74794799272086,17.752141494801037,0.004193502080177325,0.00023622513832516774
312,17.758808709943374,17.752141494801037,0.006667215142336147,0.0003755724425860809
313,17.747406293772148,17.752141494801037,0.004735201028889691,0.0002667397074474908
314,17.758831481963384,17.752141494801037,0.006689987162346256,0.00037685521852704433
315,17.74685896048211,17.752141494801037,0.005282534318926224,0.0002975716659577825
316,17.75884017051618,17.752141494801037,0.006698675715142599,0.00037734465540985014
317,17.746306208441627,17.752141494801037,0.005835286359410219,0.00032870886935636265
318,17.75883515431179,17.752141494801037,0.00669365951075207,0.00037706208643686185
319,17.745748246277476,17.752141494801037,0.006393248523561823,0.0003601395654397063
320,17.758816801157696,17.752141494801037,0.0066753063566586945,0.0003760282306567718
321,17.74518527594132,17.752141494801037,0.006956218859716756,0.00039185237802177175
322,17.758785468281964,17.752141494801037,0.0066439734809264905,0.0003742632111665103
323,17.745400151487726,17.752141494801037,0.006741343313311887,0.0003797481737787063
324,17.758741502711825,17.752141494801037,0.006600007910787298,0.000371786576437564
325,17.74600869154271,17.752141494801037,0.006132803258328323,0.0003454683627958013
326,17.758685241600215,17.752141494801037,0.0065437467991777964,0.0003686173187102088
327,17.7465961275819,17.752141494801037,0.005545367219138342,0.00031237736702145936
328,17.75861701255256,17.752141494801037,0.006475517751521664,0.00036477389240155113
329,17.74716294482125,17.752141494801037,0.004978549979789193,0.00028044785364330445
330,17.75853713393919,17.752141494801037,0.006395639138151665,0.0003602742317046491
331,17.74770961568311,17.752141494801037,0.0044318791179271955,0.00024965321052815704
332,17.758445915165954,17.752141494801037,0.006304420364916297,0.00035513576583211855
333,17.748236600127385,17.752141494801037,0.003904894673652848,0.00021996752756823454
334,17.758343657023755,17.752141494801037,0.006202162222717078,0.0003493754387059988
335,17.748744346096863,17.752141494801037,0.003397148704173958,0.0001913655715942136
336,17.7582306519059,17.752141494801037,0.006089157104863574,0.00034300972120162904
337,17.74923328985228,17.752141494801037,0.002908204948756321,0.00016382276750148873
338,17.75810718410866,17.752141494801037,0.005965689307622313,0.0003360546280779391
339,17.74970385634554,17.752141494801037,0.0024376384554969377,0.00013731517722584817
340,17.75797353008066,17.752141494801037,0.00583203527962084,0.0003285257320266872
341,17.750156459542037,17.752141494801037,0.0019850352590005116,0.00011181948158659376
342,17.75782995867131,17.752141494801037,0.005688463870271221,0.00032043817766646166
343,17.750591502802934,17.752141494801037,0.0015499919981039056,8.731295875248868e-05
344,17.75767673136101,17.752141494801037,0.005535236559971679,0.0003118066945102229
345,17.751009379122603,17.752141494801037,0.0011321156784340758,6.377347086635331e-05
346,17.757514102519323,17.752141494801037,0.005372607718285849,0.00030264561150885894
347,17.751410471542005,17.752141494801037,0.0007310232590320709,4.1179440759085954e-05
348,17.757342319599307,17.752141494801037,0.00520082479826911,0.0002929688679978269
349,17.75179515334424,17.752141494801037,0.000346341456797461,1.9509840933776463e-05
350,17.757161623339933,17.752141494801037,0.005020128538895108,0.0002827900251000885
351,17.752163788433023,17.752141494801037,2.2293631985803586e-05,1.2558277542082788e-06
352,17.756972248033055,17.752141494801037,0.004830753232017315,0.00027212228076438377
353,17.752516731543647,17.752141494801037,0.00037523674260953044,2.1137547980868887e-05
354,17.75677442165935,17.752141494801037,0.004632926858313624,0.00026097847742315714
355,17.75285432855469,17.752141494801037,0.0007128337536528306,4.0154803512668825e-05
356,17.756568366114596,17.752141494801037,0.004426871313558678,0.00024937111473875693
357,17.753176916721184,17.752141494801037,0.0010354219201467174,5.832659234098349e-05
358,17.75635429737136,17.752141494801037,0.004212802570322083,0.00023731235871209458
359,17.753484824945208,17.752141494801037,0.0013433301441700962,7.567144192510572e-05
360,17.756132425683436,17.752141494801037,0.003990930882398658,0.00022481405319845258
361,17.753778374003627,17.752141494801037,0.0016368792025893697,9.220742202109828e-05
362,17.755902955763236,17.752141494801037,0.0037614609621989814,0.00021188772990011248
363,17.754057876791467,17.752141494801037,0.0019163819904299828,0.0001079521583912128
364,17.755666086909848,17.752141494801037,0.003524592108810509,0.0001985446155801955
365,17.75432363855375,17.752141494801037,0.0021821437527123067,0.00012292284586349077
366,17.755422013204903,17.752141494801037,0.003280518403865784,0.00018479564309615998
367,17.7545759570763,17.752141494801037,0.0024344622752643374,0.0001371362590804779
